Board,Grade,Subject,Locale,Content Availability,Remarks
CBSE,5th Grade,Assamese,English,No,
CBSE,5th Grade,Bengali,English,No,
CBSE,5th Grade,Gujarati,English,No,
CBSE,5th Grade,Kannada,English,No,
CBSE,5th Grade,Malayalam,English,No,
CBSE,5th Grade,Marathi,English,No,
CBSE,5th Grade,Odia,English,No,
CBSE,5th Grade,Punjabi,English,No,
CBSE,5th Grade,Tamil,English,No,
CBSE,5th Grade,Telugu,English,No,
CBSE,5th Grade,Urdu,English,No,
CBSE,6th Grade,Science,English,Yes,
CBSE,6th Grade, Mathematics,English,Yes,
CBSE,6th Grade, Social Science,English,Yes,
CBSE,6th Grade, English,English,Partial,Only Grammar
CBSE,6th Grade, Environmental Studies,English,No,
CBSE,6th Grade, Computer Applications,English,No,
CBSE,6th Grade, Information Technology,English,No,
CBSE,6th Grade, Artificial Intelligence,English,No,
CBSE,6th Grade, Physical Education,English,No,
CBSE,6th Grade, Art Education,English,No,
CBSE,6th Grade, Work Education,English,No,
CBSE,6th Grade, English,English,No,
CBSE,6th Grade, Hindi,English,No,
CBSE,6th Grade, Sanskrit,English,No,
CBSE,6th Grade, Urdu,English,No,
CBSE,6th Grade, French,English,No,
CBSE,6th Grade, German,English,No,
CBSE,6th Grade, Spanish,English,No,
CBSE,6th Grade, Assamese,English,No,
CBSE,6th Grade, Bengali,English,No,
CBSE,6th Grade, Bodo,English,No,
CBSE,6th Grade, Dogri,English,No,
CBSE,6th Grade, Gujarati,English,No,
CBSE,6th Grade, Kannada,English,No,
CBSE,6th Grade, Kashmiri,English,No,
CBSE,6th Grade, Konkani,English,No,
CBSE,6th Grade, Maithili,English,No,
CBSE,6th Grade, Malayalam,English,No,
CBSE,6th Grade, Manipuri (Meitei),English,No,
CBSE,6th Grade, Marathi,English,No,
CBSE,6th Grade, Nepali,English,No,
CBSE,6th Grade, Odia,English,No,
CBSE,6th Grade, Punjabi,English,No,
CBSE,6th Grade, Sindhi,English,No,
CBSE,6th Grade, Tamil,English,No,
CBSE,6th Grade, Telugu,English,No,
CBSE,6th Grade, Urdu,English,No,
CBSE,7th Grade,Science,English,Yes,
CBSE,7th Grade, Mathematics,English,Yes,
CBSE,7th Grade, Social Science,English,Yes,
CBSE,7th Grade, English,English,Partial,Only Grammar
CBSE,7th Grade, Environmental Studies,English,No,
CBSE,7th Grade, Computer Applications,English,No,
CBSE,7th Grade, Information Technology,English,No,
CBSE,7th Grade, Artificial Intelligence,English,No,
CBSE,7th Grade, Physical Education,English,No,
CBSE,7th Grade, Art Education,English,No,
CBSE,7th Grade, Work Education,English,No,
CBSE,7th Grade, English,English,No,
CBSE,7th Grade, Hindi,English,No,
CBSE,7th Grade, Sanskrit,English,No,
CBSE,7th Grade, Urdu,English,No,
CBSE,7th Grade, French,English,No,
CBSE,7th Grade, German,English,No,
CBSE,7th Grade, Spanish,English,No,
CBSE,7th Grade, Assamese,English,No,
CBSE,7th Grade, Bengali,English,No,
CBSE,7th Grade, Bodo,English,No,
CBSE,7th Grade, Dogri,English,No,
CBSE,7th Grade, Gujarati,English,No,
CBSE,7th Grade, Kannada,English,No,
CBSE,7th Grade, Kashmiri,English,No,
CBSE,7th Grade, Konkani,English,No,
CBSE,7th Grade, Maithili,English,No,
CBSE,7th Grade, Malayalam,English,No,
CBSE,7th Grade, Manipuri (Meitei),English,No,
CBSE,7th Grade, Marathi,English,No,
CBSE,7th Grade, Nepali,English,No,
CBSE,7th Grade, Odia,English,No,
CBSE,7th Grade, Punjabi,English,No,
CBSE,7th Grade, Sindhi,English,No,
CBSE,7th Grade, Tamil,English,No,
CBSE,7th Grade, Telugu,English,No,
CBSE,7th Grade, Urdu,English,No,
CBSE,8th Grade,Science,English,Yes,
CBSE,8th Grade, Mathematics,English,Yes,
CBSE,8th Grade, Social Science,English,Yes,
CBSE,8th Grade, English,English,Partial,Only Grammar
CBSE,8th Grade, Environmental Studies,English,No,
CBSE,8th Grade, Computer Applications,English,No,
CBSE,8th Grade, Information Technology,English,No,
CBSE,8th Grade, Artificial Intelligence,English,No,
CBSE,8th Grade, Physical Education,English,No,
CBSE,8th Grade, Art Education,English,No,
CBSE,8th Grade, Work Education,English,No,
CBSE,8th Grade, English,English,No,
CBSE,8th Grade, Hindi,English,No,
CBSE,8th Grade, Sanskrit,English,No,
CBSE,8th Grade, Urdu,English,No,
CBSE,8th Grade, French,English,No,
CBSE,8th Grade, German,English,No,
CBSE,8th Grade, Spanish,English,No,
CBSE,8th Grade, Assamese,English,No,
CBSE,8th Grade, Bengali,English,No,
CBSE,8th Grade, Bodo,English,No,
CBSE,8th Grade, Dogri,English,No,
CBSE,8th Grade, Gujarati,English,No,
CBSE,8th Grade, Kannada,English,No,
CBSE,8th Grade, Kashmiri,English,No,
CBSE,8th Grade, Konkani,English,No,
CBSE,8th Grade, Maithili,English,No,
CBSE,8th Grade, Malayalam,English,No,
CBSE,8th Grade, Manipuri (Meitei),English,No,
CBSE,8th Grade, Marathi,English,No,
CBSE,8th Grade, Nepali,English,No,
CBSE,8th Grade, Odia,English,No,
CBSE,8th Grade, Punjabi,English,No,
CBSE,8th Grade, Sindhi,English,No,
CBSE,8th Grade, Tamil,English,No,
CBSE,8th Grade, Telugu,English,No,
CBSE,8th Grade, Urdu,English,No,
CBSE,9th Grade,Science,English,Yes,
CBSE,9th Grade, Mathematics,English,Yes,
CBSE,9th Grade, Social Science,English,Yes,
CBSE,9th Grade, English,English,Partial,Only Grammar
CBSE,9th Grade, Environmental Studies,English,No,
CBSE,9th Grade, Computer Applications,English,No,
CBSE,9th Grade, Information Technology,English,No,
CBSE,9th Grade, Artificial Intelligence,English,No,
CBSE,9th Grade, Physical Education,English,No,
CBSE,9th Grade, Art Education,English,No,
CBSE,9th Grade, Work Education,English,No,
CBSE,9th Grade, English,English,No,
CBSE,9th Grade, Hindi,English,No,
CBSE,9th Grade, Sanskrit,English,No,
CBSE,9th Grade, Urdu,English,No,
CBSE,9th Grade, French,English,No,
CBSE,9th Grade, German,English,No,
CBSE,9th Grade, Spanish,English,No,
CBSE,9th Grade, Assamese,English,No,
CBSE,9th Grade, Bengali,English,No,
CBSE,9th Grade, Bodo,English,No,
CBSE,9th Grade, Dogri,English,No,
CBSE,9th Grade, Gujarati,English,No,
CBSE,9th Grade, Kannada,English,No,
CBSE,9th Grade, Kashmiri,English,No,
CBSE,9th Grade, Konkani,English,No,
CBSE,9th Grade, Maithili,English,No,
CBSE,9th Grade, Malayalam,English,No,
CBSE,9th Grade, Manipuri (Meitei),English,No,
CBSE,9th Grade, Marathi,English,No,
CBSE,9th Grade, Nepali,English,No,
CBSE,9th Grade, Odia,English,No,
CBSE,9th Grade, Punjabi,English,No,
CBSE,9th Grade, Sindhi,English,No,
CBSE,9th Grade, Tamil,English,No,
CBSE,9th Grade, Telugu,English,No,
CBSE,9th Grade, Urdu,English,No,
CBSE,10th Grade,Science,English,Yes,
CBSE,10th Grade, Mathematics,English,Yes,
CBSE,10th Grade, Social Science,English,Yes,
CBSE,10th Grade, English,English,Partial,Only Grammar
CBSE,10th Grade, Environmental Studies,English,No,
CBSE,10th Grade, Computer Applications,English,No,
CBSE,10th Grade, Information Technology,English,No,
CBSE,10th Grade, Artificial Intelligence,English,No,
CBSE,10th Grade, Physical Education,English,No,
CBSE,10th Grade, Art Education,English,No,
CBSE,10th Grade, Work Education,English,No,
CBSE,10th Grade, English,English,No,
CBSE,10th Grade, Hindi,English,No,
CBSE,10th Grade, Sanskrit,English,No,
CBSE,10th Grade, Urdu,English,No,
CBSE,10th Grade, French,English,No,
CBSE,10th Grade, German,English,No,
CBSE,10th Grade, Spanish,English,No,
CBSE,10th Grade, Assamese,English,No,
CBSE,10th Grade, Bengali,English,No,
CBSE,10th Grade, Bodo,English,No,
CBSE,10th Grade, Dogri,English,No,
CBSE,10th Grade, Gujarati,English,No,
CBSE,10th Grade, Kannada,English,No,
CBSE,10th Grade, Kashmiri,English,No,
CBSE,10th Grade, Konkani,English,No,
CBSE,10th Grade, Maithili,English,No,
CBSE,10th Grade, Malayalam,English,No,
CBSE,10th Grade, Manipuri (Meitei),English,No,
CBSE,10th Grade, Marathi,English,No,
CBSE,10th Grade, Nepali,English,No,
CBSE,10th Grade, Odia,English,No,
CBSE,10th Grade, Punjabi,English,No,
CBSE,10th Grade, Sindhi,English,No,
CBSE,10th Grade, Tamil,English,No,
CBSE,10th Grade, Telugu,English,No,
CBSE,10th Grade, Urdu,English,No,
CBSE,11th Grade,Physics,English,Yes,
CBSE,11th Grade,Chemistry,English,Yes,
CBSE,11th Grade,Mathematics,English,Yes,
CBSE,11th Grade,Biology,English,Yes,
CBSE,11th Grade,Accountancy,English,Partial,Limited to Textbook questions and Gen-AI Lessons & Videos
CBSE,11th Grade,Business Studies,English,Partial,Limited to Textbook questions and Gen-AI Lessons & Videos
CBSE,11th Grade,Economics,English,Partial,Limited to Textbook questions and Gen-AI Lessons & Videos
CBSE,11th Grade,English,English,Partial,Only Grammar
CBSE,11th Grade,Geography,English,Partial,Limited to Textbook questions and Gen-AI Lessons & Videos
CBSE,11th Grade,History,English,Partial,Limited to Textbook questions and Gen-AI Lessons & Videos
CBSE,11th Grade,Political Science,English,Partial,Limited to Textbook questions and Gen-AI Lessons & Videos
CBSE,11th Grade,Psychology,English,Partial,Limited to Textbook questions and Gen-AI Lessons & Videos
CBSE,11th Grade,Applied Mathematics,English,No,
CBSE,11th Grade,Computer Science,English,No,
CBSE,11th Grade,Informatics Practices,English,No,
CBSE,11th Grade,Artificial Intelligence,English,No,
CBSE,11th Grade,Biotechnology,English,No,
CBSE,11th Grade,Engineering Graphics,English,No,
CBSE,11th Grade,Environmental Science,English,No,
CBSE,11th Grade,Sociology,English,No,
CBSE,11th Grade,Philosophy,English,No,
CBSE,11th Grade,Home Science,English,No,
CBSE,11th Grade,Legal Studies,English,No,
CBSE,11th Grade,Accountancy,English,No,
CBSE,11th Grade,Business Studies,English,No,
CBSE,11th Grade,Entrepreneurship,English,No,
CBSE,11th Grade,Financial Markets Management,English,No,
CBSE,11th Grade,Statistics,English,No,
CBSE,11th Grade,Fine Arts,English,No,
CBSE,11th Grade,Music,English,No,
CBSE,11th Grade,Physical Education,English,No,
CBSE,11th Grade,Yoga,English,No,
CBSE,11th Grade,English,English,No,
CBSE,11th Grade,Hindi,English,No,
CBSE,11th Grade,Sanskrit,English,No,
CBSE,11th Grade,Urdu,English,No,
CBSE,11th Grade,French,English,No,
CBSE,11th Grade,German,English,No,
CBSE,11th Grade,Spanish,English,No,
CBSE,11th Grade,Arabic,English,No,
CBSE,11th Grade,Persian,English,No,
CBSE,11th Grade,Tibetan,English,No,
CBSE,11th Grade,Japanese,English,No,
CBSE,12th Grade,Physics,English,Yes,
CBSE,12th Grade,Chemistry,English,Yes,
CBSE,12th Grade,Mathematics,English,Yes,
CBSE,12th Grade,Biology,English,Yes,
CBSE,12th Grade,Accountancy,English,Partial,Limited to Textbook questions and Gen-AI Lessons & Videos
CBSE,12th Grade,Business Studies,English,Partial,Limited to Textbook questions and Gen-AI Lessons & Videos
CBSE,12th Grade,Economics,English,Partial,Limited to Textbook questions and Gen-AI Lessons & Videos
CBSE,12th Grade,English,English,Partial,Only Grammar
CBSE,12th Grade,Geography,English,Partial,Limited to Textbook questions and Gen-AI Lessons & Videos
CBSE,12th Grade,History,English,Partial,Limited to Textbook questions and Gen-AI Lessons & Videos
CBSE,12th Grade,Political Science,English,Partial,Limited to Textbook questions and Gen-AI Lessons & Videos
CBSE,12th Grade,Psychology,English,Partial,Limited to Textbook questions and Gen-AI Lessons & Videos
CBSE,12th Grade,Applied Mathematics,English,No,
CBSE,12th Grade,Computer Science,English,No,
CBSE,12th Grade,Informatics Practices,English,No,
CBSE,12th Grade,Artificial Intelligence,English,No,
CBSE,12th Grade,Biotechnology,English,No,
CBSE,12th Grade,Engineering Graphics,English,No,
CBSE,12th Grade,Environmental Science,English,No,
CBSE,12th Grade,Sociology,English,No,
CBSE,12th Grade,Philosophy,English,No,
CBSE,12th Grade,Home Science,English,No,
CBSE,12th Grade,Legal Studies,English,No,
CBSE,12th Grade,Accountancy,English,No,
CBSE,12th Grade,Business Studies,English,No,
CBSE,12th Grade,Entrepreneurship,English,No,
CBSE,12th Grade,Financial Markets Management,English,No,
CBSE,12th Grade,Statistics,English,No,
CBSE,12th Grade,Fine Arts,English,No,
CBSE,12th Grade,Music,English,No,
CBSE,12th Grade,Physical Education,English,No,
