Board,Grade,Subject,Locale,Content Availability,Remarks
NIOS,Senior Secondary Course, Accountancy,Punjabi,No,
NIOS,Senior Secondary Course, Psychology,Punjabi,No,
NIOS,Senior Secondary Course, Sociology,Punjabi,No,
NIOS,Senior Secondary Course, History,Punjabi,No,
NIOS,Senior Secondary Course, Geography,Punjabi,No,
NIOS,Senior Secondary Course, Political Science,Punjabi,No,
NIOS,Senior Secondary Course, Home Science,Punjabi,No,
NIOS,Senior Secondary Course, Philosophy,Punjabi,No,
NIOS,Senior Secondary Course, Painting English,Punjabi,No,
NIOS,Senior Secondary Course, Hindi,Punjabi,No,
NIOS,Senior Secondary Course, Urdu,Punjabi,No,
NIOS,Senior Secondary Course, Sanskrit,Punjabi,No,
NIOS,Senior Secondary Course, Bengali,Punjabi,No,
NIOS,Senior Secondary Course, Marathi,Punjabi,No,
NIOS,Senior Secondary Course, Telugu,Punjabi,No,
NIOS,Senior Secondary Course, Gujarati,Punjabi,No,
NIOS,Senior Secondary Course, Malayalam,Punjabi,No,
NIOS,Senior Secondary Course, Odia,Punjabi,No,
NIOS,Senior Secondary Course, Punjabi,Punjabi,No,
NIOS,Senior Secondary Course, Assamese,Punjabi,No,
NIOS,Senior Secondary Course, Kannada,Punjabi,No,
NIOS,Senior Secondary Course, Tamil,Punjabi,No,
NIOS,Senior Secondary Course, Bodo,Punjabi,No,
NIOS,Senior Secondary Course, Dogri,Punjabi,No,
NIOS,Senior Secondary Course, Kashmiri,Punjabi,No,
NIOS,Senior Secondary Course, Konkani,Punjabi,No,
NIOS,Senior Secondary Course, Maithili,Punjabi,No,
NIOS,Senior Secondary Course, Manipuri (Meitei),Punjabi,No,
NIOS,Senior Secondary Course, Nepali,Punjabi,No,
NIOS,Senior Secondary Course, Sindhi,Punjabi,No,
NIOS,Level A,Basic Literacy (Reading & Writing),Assamese,No,
NIOS,Level A,Basic Numeracy,Assamese,No,
NIOS,Level A,Environmental Awareness,Assamese,No,
NIOS,Level A,Life Skills,Assamese,No,
NIOS,Level A,Creative Activities,Assamese,No,
NIOS,Level A,Assamese,Assamese,No,
NIOS,Level A,Bengali,Assamese,No,
NIOS,Level A,Bodo,Assamese,No,
NIOS,Level A,Dogri,Assamese,No,
NIOS,Level A,Gujarati,Assamese,No,
NIOS,Level A,Kannada,Assamese,No,
NIOS,Level A,Kashmiri,Assamese,No,
NIOS,Level A,Konkani,Assamese,No,
NIOS,Level A,Maithili,Assamese,No,
NIOS,Level A,Malayalam,Assamese,No,
NIOS,Level A,Manipuri (Meitei),Assamese,No,
NIOS,Level A,Marathi,Assamese,No,
NIOS,Level A,Nepali,Assamese,No,
NIOS,Level A,Odia,Assamese,No,
NIOS,Level A,Punjabi,Assamese,No,
NIOS,Level A,Sindhi,Assamese,No,
NIOS,Level A,Tamil,Assamese,No,
NIOS,Level A,Telugu,Assamese,No,
NIOS,Level A,Urdu,Assamese,No,
NIOS,Level A,Hindi,Assamese,No,
NIOS,Level A,English,Assamese,No,
NIOS,Level B,Mathematics,Assamese,No,
NIOS,Level B, Environmental Studies,Assamese,No,
NIOS,Level B, Life Skills,Assamese,No,
NIOS,Level B, Computer Awareness,Assamese,No,
NIOS,Level B, Creative Activities,Assamese,No,
NIOS,Level B,Assamese,Assamese,No,
NIOS,Level B, Bengali,Assamese,No,
NIOS,Level B, Bodo,Assamese,No,
NIOS,Level B, Dogri,Assamese,No,
NIOS,Level B, Gujarati,Assamese,No,
NIOS,Level B, Kannada,Assamese,No,
NIOS,Level B, Kashmiri,Assamese,No,
NIOS,Level B, Konkani,Assamese,No,
NIOS,Level B, Maithili,Assamese,No,
NIOS,Level B, Malayalam,Assamese,No,
NIOS,Level B, Manipuri (Meitei),Assamese,No,
NIOS,Level B, Marathi,Assamese,No,
NIOS,Level B, Nepali,Assamese,No,
NIOS,Level B, Odia,Assamese,No,
NIOS,Level B, Punjabi,Assamese,No,
NIOS,Level B, Sindhi,Assamese,No,
NIOS,Level B, Tamil,Assamese,No,
NIOS,Level B, Telugu,Assamese,No,
NIOS,Level B, Urdu,Assamese,No,
NIOS,Level B, Hindi,Assamese,No,
NIOS,Level B, English,Assamese,No,
NIOS,Level C,Mathematics,Assamese,No,
NIOS,Level C, Science,Assamese,No,
NIOS,Level C, Social Science,Assamese,No,
NIOS,Level C, Computer Science,Assamese,No,
NIOS,Level C, Life Skills,Assamese,No,
NIOS,Level C, Work Education,Assamese,No,
NIOS,Level C,Assamese,Assamese,No,
NIOS,Level C, Bengali,Assamese,No,
NIOS,Level C, Bodo,Assamese,No,
NIOS,Level C, Dogri,Assamese,No,
NIOS,Level C, Gujarati,Assamese,No,
NIOS,Level C, Kannada,Assamese,No,
NIOS,Level C, Kashmiri,Assamese,No,
NIOS,Level C, Konkani,Assamese,No,
NIOS,Level C, Maithili,Assamese,No,
NIOS,Level C, Malayalam,Assamese,No,
NIOS,Level C, Manipuri (Meitei),Assamese,No,
NIOS,Level C, Marathi,Assamese,No,
NIOS,Level C, Nepali,Assamese,No,
NIOS,Level C, Odia,Assamese,No,
NIOS,Level C, Punjabi,Assamese,No,
NIOS,Level C, Sindhi,Assamese,No,
NIOS,Level C, Tamil,Assamese,No,
NIOS,Level C, Telugu,Assamese,No,
NIOS,Level C, Urdu,Assamese,No,
NIOS,Level C, Hindi,Assamese,No,
NIOS,Level C, English,Assamese,No,
NIOS,Secondary Course,Mathematics,Assamese,No,
NIOS,Secondary Course, Science & Technology,Assamese,No,
NIOS,Secondary Course, Social Science,Assamese,No,
NIOS,Secondary Course, Economics,Assamese,No,
NIOS,Secondary Course, Business Studies,Assamese,No,
NIOS,Secondary Course, Home Science,Assamese,No,
NIOS,Secondary Course, Psychology,Assamese,No,
NIOS,Secondary Course, Indian Culture & Heritage,Assamese,No,
NIOS,Secondary Course, Painting,Assamese,No,
NIOS,Secondary Course, Data Entry Operations,Assamese,No,
NIOS,Secondary Course, English,Assamese,No,
NIOS,Secondary Course, Hindi,Assamese,No,
NIOS,Secondary Course, Urdu,Assamese,No,
NIOS,Secondary Course, Sanskrit,Assamese,No,
NIOS,Secondary Course, Bengali,Assamese,No,
NIOS,Secondary Course, Marathi,Assamese,No,
NIOS,Secondary Course, Telugu,Assamese,No,
NIOS,Secondary Course, Gujarati,Assamese,No,
NIOS,Secondary Course, Malayalam,Assamese,No,
NIOS,Secondary Course, Odia,Assamese,No,
NIOS,Secondary Course, Punjabi,Assamese,No,
NIOS,Secondary Course, Assamese,Assamese,No,
NIOS,Secondary Course, Kannada,Assamese,No,
NIOS,Secondary Course, Tamil,Assamese,No,
NIOS,Secondary Course, Bodo,Assamese,No,
NIOS,Secondary Course, Dogri,Assamese,No,
NIOS,Secondary Course, Kashmiri,Assamese,No,
NIOS,Secondary Course, Konkani,Assamese,No,
NIOS,Secondary Course, Maithili,Assamese,No,
NIOS,Secondary Course, Manipuri (Meitei),Assamese,No,
NIOS,Secondary Course, Nepali,Assamese,No,
NIOS,Secondary Course, Sindhi,Assamese,No,
NIOS,Senior Secondary Course,Mathematics,Assamese,No,
NIOS,Senior Secondary Course, Physics,Assamese,No,
NIOS,Senior Secondary Course, Chemistry,Assamese,No,
NIOS,Senior Secondary Course, Biology,Assamese,No,
NIOS,Senior Secondary Course, Environmental Science,Assamese,No,
NIOS,Senior Secondary Course, Computer Science,Assamese,No,
NIOS,Senior Secondary Course, Data Entry Operations,Assamese,No,
NIOS,Senior Secondary Course, Economics,Assamese,No,
NIOS,Senior Secondary Course, Business Studies,Assamese,No,
NIOS,Senior Secondary Course, Accountancy,Assamese,No,
NIOS,Senior Secondary Course, Psychology,Assamese,No,
NIOS,Senior Secondary Course, Sociology,Assamese,No,
NIOS,Senior Secondary Course, History,Assamese,No,
NIOS,Senior Secondary Course, Geography,Assamese,No,
NIOS,Senior Secondary Course, Political Science,Assamese,No,
NIOS,Senior Secondary Course, Home Science,Assamese,No,
NIOS,Senior Secondary Course, Philosophy,Assamese,No,
NIOS,Senior Secondary Course, Painting English,Assamese,No,
NIOS,Senior Secondary Course, Hindi,Assamese,No,
NIOS,Senior Secondary Course, Urdu,Assamese,No,
NIOS,Senior Secondary Course, Sanskrit,Assamese,No,
NIOS,Senior Secondary Course, Bengali,Assamese,No,
NIOS,Senior Secondary Course, Marathi,Assamese,No,
NIOS,Senior Secondary Course, Telugu,Assamese,No,
NIOS,Senior Secondary Course, Gujarati,Assamese,No,
NIOS,Senior Secondary Course, Malayalam,Assamese,No,
NIOS,Senior Secondary Course, Odia,Assamese,No,
NIOS,Senior Secondary Course, Punjabi,Assamese,No,
NIOS,Senior Secondary Course, Assamese,Assamese,No,
NIOS,Senior Secondary Course, Kannada,Assamese,No,
NIOS,Senior Secondary Course, Tamil,Assamese,No,
NIOS,Senior Secondary Course, Bodo,Assamese,No,
NIOS,Senior Secondary Course, Dogri,Assamese,No,
NIOS,Senior Secondary Course, Kashmiri,Assamese,No,
NIOS,Senior Secondary Course, Konkani,Assamese,No,
NIOS,Senior Secondary Course, Maithili,Assamese,No,
NIOS,Senior Secondary Course, Manipuri (Meitei),Assamese,No,
NIOS,Senior Secondary Course, Nepali,Assamese,No,
NIOS,Senior Secondary Course, Sindhi,Assamese,No,
NIOS,Level A,Basic Literacy (Reading & Writing),Nepali,No,
NIOS,Level A,Basic Numeracy,Nepali,No,
NIOS,Level A,Environmental Awareness,Nepali,No,
NIOS,Level A,Life Skills,Nepali,No,
NIOS,Level A,Creative Activities,Nepali,No,
NIOS,Level A,Assamese,Nepali,No,
NIOS,Level A,Bengali,Nepali,No,
NIOS,Level A,Bodo,Nepali,No,
NIOS,Level A,Dogri,Nepali,No,
NIOS,Level A,Gujarati,Nepali,No,
NIOS,Level A,Kannada,Nepali,No,
NIOS,Level A,Kashmiri,Nepali,No,
NIOS,Level A,Konkani,Nepali,No,
NIOS,Level A,Maithili,Nepali,No,
NIOS,Level A,Malayalam,Nepali,No,
NIOS,Level A,Manipuri (Meitei),Nepali,No,
NIOS,Level A,Marathi,Nepali,No,
NIOS,Level A,Nepali,Nepali,No,
NIOS,Level A,Odia,Nepali,No,
NIOS,Level A,Punjabi,Nepali,No,
NIOS,Level A,Sindhi,Nepali,No,
NIOS,Level A,Tamil,Nepali,No,
NIOS,Level A,Telugu,Nepali,No,
NIOS,Level A,Urdu,Nepali,No,
NIOS,Level A,Hindi,Nepali,No,
NIOS,Level A,English,Nepali,No,
NIOS,Level B,Mathematics,Nepali,No,
NIOS,Level B, Environmental Studies,Nepali,No,
NIOS,Level B, Life Skills,Nepali,No,
NIOS,Level B, Computer Awareness,Nepali,No,
NIOS,Level B, Creative Activities,Nepali,No,
NIOS,Level B,Assamese,Nepali,No,
NIOS,Level B, Bengali,Nepali,No,
NIOS,Level B, Bodo,Nepali,No,
NIOS,Level B, Dogri,Nepali,No,
NIOS,Level B, Gujarati,Nepali,No,
NIOS,Level B, Kannada,Nepali,No,
NIOS,Level B, Kashmiri,Nepali,No,
NIOS,Level B, Konkani,Nepali,No,
NIOS,Level B, Maithili,Nepali,No,
NIOS,Level B, Malayalam,Nepali,No,
NIOS,Level B, Manipuri (Meitei),Nepali,No,
NIOS,Level B, Marathi,Nepali,No,
NIOS,Level B, Nepali,Nepali,No,
NIOS,Level B, Odia,Nepali,No,
NIOS,Level B, Punjabi,Nepali,No,
NIOS,Level B, Sindhi,Nepali,No,
NIOS,Level B, Tamil,Nepali,No,
NIOS,Level B, Telugu,Nepali,No,
NIOS,Level B, Urdu,Nepali,No,
NIOS,Level B, Hindi,Nepali,No,
NIOS,Level B, English,Nepali,No,
NIOS,Level C,Mathematics,Nepali,No,
NIOS,Level C, Science,Nepali,No,
NIOS,Level C, Social Science,Nepali,No,
NIOS,Level C, Computer Science,Nepali,No,
NIOS,Level C, Life Skills,Nepali,No,
NIOS,Level C, Work Education,Nepali,No,
NIOS,Level C,Assamese,Nepali,No,
NIOS,Level C, Bengali,Nepali,No,
NIOS,Level C, Bodo,Nepali,No,
NIOS,Level C, Dogri,Nepali,No,
NIOS,Level C, Gujarati,Nepali,No,
NIOS,Level C, Kannada,Nepali,No,
NIOS,Level C, Kashmiri,Nepali,No,
NIOS,Level C, Konkani,Nepali,No,
NIOS,Level C, Maithili,Nepali,No,
NIOS,Level C, Malayalam,Nepali,No,
NIOS,Level C, Manipuri (Meitei),Nepali,No,
NIOS,Level C, Marathi,Nepali,No,
NIOS,Level C, Nepali,Nepali,No,
NIOS,Level C, Odia,Nepali,No,
NIOS,Level C, Punjabi,Nepali,No,
NIOS,Level C, Sindhi,Nepali,No,
NIOS,Level C, Tamil,Nepali,No,
NIOS,Level C, Telugu,Nepali,No,
NIOS,Level C, Urdu,Nepali,No,
NIOS,Level C, Hindi,Nepali,No,
NIOS,Level C, English,Nepali,No,
NIOS,Secondary Course,Mathematics,Nepali,No,
NIOS,Secondary Course, Science & Technology,Nepali,No,
NIOS,Secondary Course, Social Science,Nepali,No,
NIOS,Secondary Course, Economics,Nepali,No,
NIOS,Secondary Course, Business Studies,Nepali,No,
NIOS,Secondary Course, Home Science,Nepali,No,
NIOS,Secondary Course, Psychology,Nepali,No,
NIOS,Secondary Course, Indian Culture & Heritage,Nepali,No,
NIOS,Secondary Course, Painting,Nepali,No,
NIOS,Secondary Course, Data Entry Operations,Nepali,No,
NIOS,Secondary Course, English,Nepali,No,
NIOS,Secondary Course, Hindi,Nepali,No,
NIOS,Secondary Course, Urdu,Nepali,No,
NIOS,Secondary Course, Sanskrit,Nepali,No,
NIOS,Secondary Course, Bengali,Nepali,No,
NIOS,Secondary Course, Marathi,Nepali,No,
NIOS,Secondary Course, Telugu,Nepali,No,
NIOS,Secondary Course, Gujarati,Nepali,No,
NIOS,Secondary Course, Malayalam,Nepali,No,
NIOS,Secondary Course, Odia,Nepali,No,
NIOS,Secondary Course, Punjabi,Nepali,No,
NIOS,Secondary Course, Assamese,Nepali,No,
NIOS,Secondary Course, Kannada,Nepali,No,
NIOS,Secondary Course, Tamil,Nepali,No,
NIOS,Secondary Course, Bodo,Nepali,No,
NIOS,Secondary Course, Dogri,Nepali,No,
NIOS,Secondary Course, Kashmiri,Nepali,No,
NIOS,Secondary Course, Konkani,Nepali,No,
NIOS,Secondary Course, Maithili,Nepali,No,
NIOS,Secondary Course, Manipuri (Meitei),Nepali,No,
NIOS,Secondary Course, Nepali,Nepali,No,
NIOS,Secondary Course, Sindhi,Nepali,No,
NIOS,Senior Secondary Course,Mathematics,Nepali,No,
NIOS,Senior Secondary Course, Physics,Nepali,No,
NIOS,Senior Secondary Course, Chemistry,Nepali,No,
NIOS,Senior Secondary Course, Biology,Nepali,No,
NIOS,Senior Secondary Course, Environmental Science,Nepali,No,
NIOS,Senior Secondary Course, Computer Science,Nepali,No,
NIOS,Senior Secondary Course, Data Entry Operations,Nepali,No,
NIOS,Senior Secondary Course, Economics,Nepali,No,
NIOS,Senior Secondary Course, Business Studies,Nepali,No,
NIOS,Senior Secondary Course, Accountancy,Nepali,No,
NIOS,Senior Secondary Course, Psychology,Nepali,No,
NIOS,Senior Secondary Course, Sociology,Nepali,No,
NIOS,Senior Secondary Course, History,Nepali,No,
NIOS,Senior Secondary Course, Geography,Nepali,No,
NIOS,Senior Secondary Course, Political Science,Nepali,No,
NIOS,Senior Secondary Course, Home Science,Nepali,No,
NIOS,Senior Secondary Course, Philosophy,Nepali,No,
NIOS,Senior Secondary Course, Painting English,Nepali,No,
NIOS,Senior Secondary Course, Hindi,Nepali,No,
NIOS,Senior Secondary Course, Urdu,Nepali,No,
NIOS,Senior Secondary Course, Sanskrit,Nepali,No,
NIOS,Senior Secondary Course, Bengali,Nepali,No,
NIOS,Senior Secondary Course, Marathi,Nepali,No,
NIOS,Senior Secondary Course, Telugu,Nepali,No,
NIOS,Senior Secondary Course, Gujarati,Nepali,No,
NIOS,Senior Secondary Course, Malayalam,Nepali,No,
NIOS,Senior Secondary Course, Odia,Nepali,No,
NIOS,Senior Secondary Course, Punjabi,Nepali,No,
NIOS,Senior Secondary Course, Assamese,Nepali,No,
NIOS,Senior Secondary Course, Kannada,Nepali,No,
NIOS,Senior Secondary Course, Tamil,Nepali,No,
NIOS,Senior Secondary Course, Bodo,Nepali,No,
NIOS,Senior Secondary Course, Dogri,Nepali,No,
NIOS,Senior Secondary Course, Kashmiri,Nepali,No,
NIOS,Senior Secondary Course, Konkani,Nepali,No,
NIOS,Senior Secondary Course, Maithili,Nepali,No,
NIOS,Senior Secondary Course, Manipuri (Meitei),Nepali,No,
NIOS,Senior Secondary Course, Nepali,Nepali,No,
NIOS,Senior Secondary Course, Sindhi,Nepali,No,
NIOS,Level A,Basic Literacy (Reading & Writing),Malayalam,No,
NIOS,Level A,Basic Numeracy,Malayalam,No,
NIOS,Level A,Environmental Awareness,Malayalam,No,
NIOS,Level A,Life Skills,Malayalam,No,
NIOS,Level A,Creative Activities,Malayalam,No,
NIOS,Level A,Assamese,Malayalam,No,
NIOS,Level A,Bengali,Malayalam,No,
NIOS,Level A,Bodo,Malayalam,No,
NIOS,Level A,Dogri,Malayalam,No,
NIOS,Level A,Gujarati,Malayalam,No,
NIOS,Level A,Kannada,Malayalam,No,
NIOS,Level A,Kashmiri,Malayalam,No,
NIOS,Level A,Konkani,Malayalam,No,
NIOS,Level A,Maithili,Malayalam,No,
NIOS,Level A,Malayalam,Malayalam,No,
NIOS,Level A,Manipuri (Meitei),Malayalam,No,
NIOS,Level A,Marathi,Malayalam,No,
NIOS,Level A,Nepali,Malayalam,No,
NIOS,Level A,Odia,Malayalam,No,
NIOS,Level A,Punjabi,Malayalam,No,
NIOS,Level A,Sindhi,Malayalam,No,
NIOS,Level A,Tamil,Malayalam,No,
NIOS,Level A,Telugu,Malayalam,No,
NIOS,Level A,Urdu,Malayalam,No,
NIOS,Level A,Hindi,Malayalam,No,
NIOS,Level A,English,Malayalam,No,
NIOS,Level B,Mathematics,Malayalam,No,
NIOS,Level B, Environmental Studies,Malayalam,No,
NIOS,Level B, Life Skills,Malayalam,No,
NIOS,Level B, Computer Awareness,Malayalam,No,
NIOS,Level B, Creative Activities,Malayalam,No,
NIOS,Level B,Assamese,Malayalam,No,
NIOS,Level B, Bengali,Malayalam,No,
NIOS,Level B, Bodo,Malayalam,No,
NIOS,Level B, Dogri,Malayalam,No,
NIOS,Level B, Gujarati,Malayalam,No,
NIOS,Level B, Kannada,Malayalam,No,
NIOS,Level B, Kashmiri,Malayalam,No,
NIOS,Level B, Konkani,Malayalam,No,
NIOS,Level B, Maithili,Malayalam,No,
NIOS,Level B, Malayalam,Malayalam,No,
NIOS,Level B, Manipuri (Meitei),Malayalam,No,
NIOS,Level B, Marathi,Malayalam,No,
NIOS,Level B, Nepali,Malayalam,No,
NIOS,Level B, Odia,Malayalam,No,
NIOS,Level B, Punjabi,Malayalam,No,
NIOS,Level B, Sindhi,Malayalam,No,
NIOS,Level B, Tamil,Malayalam,No,
NIOS,Level B, Telugu,Malayalam,No,
NIOS,Level B, Urdu,Malayalam,No,
NIOS,Level B, Hindi,Malayalam,No,
NIOS,Level B, English,Malayalam,No,
NIOS,Level C,Mathematics,Malayalam,No,
NIOS,Level C, Science,Malayalam,No,
NIOS,Level C, Social Science,Malayalam,No,
NIOS,Level C, Computer Science,Malayalam,No,
NIOS,Level C, Life Skills,Malayalam,No,
NIOS,Level C, Work Education,Malayalam,No,
NIOS,Level C,Assamese,Malayalam,No,
NIOS,Level C, Bengali,Malayalam,No,
NIOS,Level C, Bodo,Malayalam,No,
NIOS,Level C, Dogri,Malayalam,No,
NIOS,Level C, Gujarati,Malayalam,No,
NIOS,Level C, Kannada,Malayalam,No,
NIOS,Level C, Kashmiri,Malayalam,No,
NIOS,Level C, Konkani,Malayalam,No,
NIOS,Level C, Maithili,Malayalam,No,
NIOS,Level C, Malayalam,Malayalam,No,
NIOS,Level C, Manipuri (Meitei),Malayalam,No,
NIOS,Level C, Marathi,Malayalam,No,
NIOS,Level C, Nepali,Malayalam,No,
NIOS,Level C, Odia,Malayalam,No,
NIOS,Level C, Punjabi,Malayalam,No,
NIOS,Level C, Sindhi,Malayalam,No,
NIOS,Level C, Tamil,Malayalam,No,
NIOS,Level C, Telugu,Malayalam,No,
NIOS,Level C, Urdu,Malayalam,No,
NIOS,Level C, Hindi,Malayalam,No,
NIOS,Level C, English,Malayalam,No,
NIOS,Secondary Course,Mathematics,Malayalam,No,
NIOS,Secondary Course, Science & Technology,Malayalam,No,
NIOS,Secondary Course, Social Science,Malayalam,No,
NIOS,Secondary Course, Economics,Malayalam,No,
NIOS,Secondary Course, Business Studies,Malayalam,No,
NIOS,Secondary Course, Home Science,Malayalam,No,
NIOS,Secondary Course, Psychology,Malayalam,No,
NIOS,Secondary Course, Indian Culture & Heritage,Malayalam,No,
NIOS,Secondary Course, Painting,Malayalam,No,
NIOS,Secondary Course, Data Entry Operations,Malayalam,No,
NIOS,Secondary Course, English,Malayalam,No,
NIOS,Secondary Course, Hindi,Malayalam,No,
NIOS,Secondary Course, Urdu,Malayalam,No,
NIOS,Secondary Course, Sanskrit,Malayalam,No,
NIOS,Secondary Course, Bengali,Malayalam,No,
NIOS,Secondary Course, Marathi,Malayalam,No,
NIOS,Secondary Course, Telugu,Malayalam,No,
NIOS,Secondary Course, Gujarati,Malayalam,No,
NIOS,Secondary Course, Malayalam,Malayalam,No,
NIOS,Secondary Course, Odia,Malayalam,No,
NIOS,Secondary Course, Punjabi,Malayalam,No,
NIOS,Secondary Course, Assamese,Malayalam,No,
NIOS,Secondary Course, Kannada,Malayalam,No,
NIOS,Secondary Course, Tamil,Malayalam,No,
NIOS,Secondary Course, Bodo,Malayalam,No,
NIOS,Secondary Course, Dogri,Malayalam,No,
NIOS,Secondary Course, Kashmiri,Malayalam,No,
NIOS,Secondary Course, Konkani,Malayalam,No,
NIOS,Secondary Course, Maithili,Malayalam,No,
NIOS,Secondary Course, Manipuri (Meitei),Malayalam,No,
NIOS,Secondary Course, Nepali,Malayalam,No,
NIOS,Secondary Course, Sindhi,Malayalam,No,
NIOS,Senior Secondary Course,Mathematics,Malayalam,No,
NIOS,Senior Secondary Course, Physics,Malayalam,No,
NIOS,Senior Secondary Course, Chemistry,Malayalam,No,
NIOS,Senior Secondary Course, Biology,Malayalam,No,
NIOS,Senior Secondary Course, Environmental Science,Malayalam,No,
NIOS,Senior Secondary Course, Computer Science,Malayalam,No,
NIOS,Senior Secondary Course, Data Entry Operations,Malayalam,No,
NIOS,Senior Secondary Course, Economics,Malayalam,No,
NIOS,Senior Secondary Course, Business Studies,Malayalam,No,
NIOS,Senior Secondary Course, Accountancy,Malayalam,No,
NIOS,Senior Secondary Course, Psychology,Malayalam,No,
NIOS,Senior Secondary Course, Sociology,Malayalam,No,
NIOS,Senior Secondary Course, History,Malayalam,No,
NIOS,Senior Secondary Course, Geography,Malayalam,No,
NIOS,Senior Secondary Course, Political Science,Malayalam,No,
NIOS,Senior Secondary Course, Home Science,Malayalam,No,
NIOS,Senior Secondary Course, Philosophy,Malayalam,No,
NIOS,Senior Secondary Course, Painting English,Malayalam,No,
NIOS,Senior Secondary Course, Hindi,Malayalam,No,
NIOS,Senior Secondary Course, Urdu,Malayalam,No,
NIOS,Senior Secondary Course, Sanskrit,Malayalam,No,
NIOS,Senior Secondary Course, Bengali,Malayalam,No,
NIOS,Senior Secondary Course, Marathi,Malayalam,No,
NIOS,Senior Secondary Course, Telugu,Malayalam,No,
NIOS,Senior Secondary Course, Gujarati,Malayalam,No,
NIOS,Senior Secondary Course, Malayalam,Malayalam,No,
NIOS,Senior Secondary Course, Odia,Malayalam,No,
NIOS,Senior Secondary Course, Punjabi,Malayalam,No,
NIOS,Senior Secondary Course, Assamese,Malayalam,No,
NIOS,Senior Secondary Course, Kannada,Malayalam,No,
NIOS,Senior Secondary Course, Tamil,Malayalam,No,
NIOS,Senior Secondary Course, Bodo,Malayalam,No,
NIOS,Senior Secondary Course, Dogri,Malayalam,No,
NIOS,Senior Secondary Course, Kashmiri,Malayalam,No,
NIOS,Senior Secondary Course, Konkani,Malayalam,No,
NIOS,Senior Secondary Course, Maithili,Malayalam,No,
NIOS,Senior Secondary Course, Manipuri (Meitei),Malayalam,No,
NIOS,Senior Secondary Course, Nepali,Malayalam,No,
NIOS,Senior Secondary Course, Sindhi,Malayalam,No,
NIOS,Level A,Basic Literacy (Reading & Writing),Odia,No,
NIOS,Level A,Basic Numeracy,Odia,No,
NIOS,Level A,Environmental Awareness,Odia,No,
NIOS,Level A,Life Skills,Odia,No,
NIOS,Level A,Creative Activities,Odia,No,
NIOS,Level A,Assamese,Odia,No,
NIOS,Level A,Bengali,Odia,No,
NIOS,Level A,Bodo,Odia,No,
NIOS,Level A,Dogri,Odia,No,
NIOS,Level A,Gujarati,Odia,No,
NIOS,Level A,Kannada,Odia,No,
NIOS,Level A,Kashmiri,Odia,No,
NIOS,Level A,Konkani,Odia,No,
NIOS,Level A,Maithili,Odia,No,
NIOS,Level A,Malayalam,Odia,No,
NIOS,Level A,Manipuri (Meitei),Odia,No,
NIOS,Level A,Marathi,Odia,No,
NIOS,Level A,Nepali,Odia,No,
NIOS,Level A,Odia,Odia,No,
NIOS,Level A,Punjabi,Odia,No,
NIOS,Level A,Sindhi,Odia,No,
NIOS,Level A,Tamil,Odia,No,
NIOS,Level A,Telugu,Odia,No,
NIOS,Level A,Urdu,Odia,No,
NIOS,Level A,Hindi,Odia,No,
NIOS,Level A,English,Odia,No,
NIOS,Level B,Mathematics,Odia,No,
NIOS,Level B, Environmental Studies,Odia,No,
NIOS,Level B, Life Skills,Odia,No,
NIOS,Level B, Computer Awareness,Odia,No,
NIOS,Level B, Creative Activities,Odia,No,
NIOS,Level B,Assamese,Odia,No,
NIOS,Level B, Bengali,Odia,No,
NIOS,Level B, Bodo,Odia,No,
NIOS,Level B, Dogri,Odia,No,
NIOS,Level B, Gujarati,Odia,No,
NIOS,Level B, Kannada,Odia,No,
NIOS,Level B, Kashmiri,Odia,No,
NIOS,Level B, Konkani,Odia,No,
NIOS,Level B, Maithili,Odia,No,
NIOS,Level B, Malayalam,Odia,No,
NIOS,Level B, Manipuri (Meitei),Odia,No,
NIOS,Level B, Marathi,Odia,No,
NIOS,Level B, Nepali,Odia,No,
NIOS,Level B, Odia,Odia,No,
NIOS,Level B, Punjabi,Odia,No,
NIOS,Level B, Sindhi,Odia,No,
NIOS,Level B, Tamil,Odia,No,
NIOS,Level B, Telugu,Odia,No,
NIOS,Level B, Urdu,Odia,No,
NIOS,Level B, Hindi,Odia,No,
NIOS,Level B, English,Odia,No,
NIOS,Level C,Mathematics,Odia,No,
NIOS,Level C, Science,Odia,No,
NIOS,Level C, Social Science,Odia,No,
NIOS,Level C, Computer Science,Odia,No,
NIOS,Level C, Life Skills,Odia,No,
NIOS,Level C, Work Education,Odia,No,
NIOS,Level C,Assamese,Odia,No,
NIOS,Level C, Bengali,Odia,No,
NIOS,Level C, Bodo,Odia,No,
NIOS,Level C, Dogri,Odia,No,
NIOS,Level C, Gujarati,Odia,No,
NIOS,Level C, Kannada,Odia,No,
NIOS,Level C, Kashmiri,Odia,No,
NIOS,Level C, Konkani,Odia,No,
NIOS,Level C, Maithili,Odia,No,
NIOS,Level C, Malayalam,Odia,No,
NIOS,Level C, Manipuri (Meitei),Odia,No,
NIOS,Level C, Marathi,Odia,No,
NIOS,Level C, Nepali,Odia,No,
NIOS,Level C, Odia,Odia,No,
NIOS,Level C, Punjabi,Odia,No,
NIOS,Level C, Sindhi,Odia,No,
NIOS,Level C, Tamil,Odia,No,
NIOS,Level C, Telugu,Odia,No,
NIOS,Level C, Urdu,Odia,No,
NIOS,Level C, Hindi,Odia,No,
NIOS,Level C, English,Odia,No,
NIOS,Secondary Course,Mathematics,Odia,No,
